,Key,Quantità_x,Quantità_y,Differenza
5150,Espositore wonder mask purificante__NEGOZI AL DETTAGLIO__ITALIA,143.0,22.24326035144022,6.4289136457794935
5163,Estratto glicerico di ortica bio (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,148.0,21.692811983624573,6.822536428736023
5187,Estratto glicerico uva rossa bio (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,290.0,1.4674616330765358e-06,197620158.1447922
5194,Estratto liposolubile di arnica (30 ml)__BIOSTORIE__ITALIA,142.0,33.187058797503234,4.278776280430223
5205,Estratto liposolubile di arnica (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,190.0,27.792097217566788,6.836475797871961
5220,Estratto liposolubile di calendula (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,193.0,1.962156320421886e-06,98361174.3831413
5223,Estratto liposolubile di calendula (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,488.0,27.028584087437483,18.05495983146286
5233,Estratto liposolubile di carota (30 ml)__E-RETAILERS__ITALIA,223.0,37.68897778149139,5.916849252131021
5237,Estratto liposolubile di carota (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,395.0,71.3739972330002,5.534228364855673
5244,Estratto liposolubile di edera (30 ml)__BIOSTORIE__ITALIA,193.0,59.425323923048616,3.2477736301432816
5252,Estratto liposolubile di edera (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,646.0,15.894684326525502,40.642518387228165
5257,Estratto liposolubile di ginkgo (30 ml)__BIOSTORIE__ITALIA,122.0,37.36067662337073,3.2654654847359934
5267,Estratto liposolubile di ginkgo (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,628.0,46.88293346884694,13.395066254062307
5278,Estratto liposolubile di rusco (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,187.0,0.0035218152701371663,53097.61746609634
5280,Estratto liposolubile di rusco (30 ml)__NEGOZI AL DETTAGLIO__ITALIA,652.0,70.8986621645781,9.196224302321854
5296,FIOCCO DI NEVE Lanterna: Burro cacao all'acido ialuronico & crema mani menta__E-RETAILERS__ITALIA,150.0,0.0,inf
5298,FIOCCO DI NEVE Lanterna: Burro cacao all'acido ialuronico & crema mani menta__LASAPONARIA E-COMMERCE__ITALIA,2584.0,355.94855758603546,7.259475969011134
5299,FIOCCO DI NEVE Lanterna: Burro cacao all'acido ialuronico & crema mani menta__NEGOZI AL DETTAGLIO__ITALIA,3058.0,1.4208957816353016e-15,2.152163472876641e+18
5301,FIOCCO DI NEVE Lanterna: Burro cacao all'acido ialuronico & crema mani menta__PRIVATE LABEL__ITALIA,633.0,1.7868379782009275e-14,3.5425707743090068e+16
5306,"FLACONE 100 ml VETRO AMBRA TR LU H 56,2 mm__LASAPONARIA E-COMMERCE__ITALIA",528.0,0.01294601543858619,40784.74975599611
5319,"FLACONE 200 ml GREEN HDPE AVORIO OP H 149,1 mm__LASAPONARIA E-COMMERCE__ITALIA",1287.0,0.01892421906272492,68008.09035945937
5324,"FLACONE 200 ml GREEN HDPE AVORIO OP H 149,1 mm__PRIVATE LABEL__ITALIA",1427.0,1.5652509947546787e-08,91167487181.41867
5331,FLACONE 30 ml PET AMBRA TR LU H 74 mm__LASAPONARIA E-COMMERCE__ITALIA,305.0,16.688928682111083,18.27558891344119
5349,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__BIOSTORIE__ITALIA,1511.0,239.21462225637032,6.3165035052942375
5351,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__CATENA DI NEGOZI__ITALIA,172.0,8.667469449662367,19.844315690861777
5352,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__DISTRIBUTORI__ITALIA,330.0,0.0,inf
5353,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__E-RETAILERS__AUSTRIA,312.0,34.82925511747094,8.957986581903542
5357,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__GAS__ITALIA,133.0,20.284926591109638,6.556592620763562
5361,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__LASAPONARIA E-COMMERCE__ITALIA,729.0,59.42693569532995,12.267164568899155
5364,Fitocell In - Integratore alimentare inestetismi della cellulite (30 cp)__NEGOZI AL DETTAGLIO__ITALIA,3976.0,956.295243688199,4.157711780166899
5371,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__BIOSTORIE__ITALIA,1723.0,300.8867945238598,5.726406181190411
5372,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__CATENA DI NEGOZI__ITALIA,192.0,0.2887412067784057,664.955314630067
5374,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__DISTRIBUTORI__ITALIA,312.0,0.0,inf
5375,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__DISTRIBUTORI__REPUBBLICA CECA,240.0,0.0,inf
5382,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__GAS__ITALIA,186.0,38.777695284850324,4.796571808450579
5385,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__LASAPONARIA E-COMMERCE__ITALIA,550.0,0.027434134673543577,20048.017061401933
5398,Fitocell Out - Crema forte inestetismi cellulite (150 ml)__PRIVATE LABEL__ITALIA,154.0,26.983525260875545,5.707186088961124
5412,Fitocell olio da massaggio (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,171.0,3.99985965387402,42.75150000185127
5416,Fitocell olio da massaggio (100 ml)__NEGOZI AL DETTAGLIO__ITALIA,1397.0,434.4542976722011,3.2155280946352764
5428,Fitoretinolo Attivo Puro (30 ml)__0__ITALIA,270.0,0.0,inf
5433,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__ALBANIA,230.0,0.0,inf
5434,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__BULGARIA,123.0,0.0,inf
5435,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__GRECIA,240.0,0.0,inf
5436,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__GRECIA ,750.0,0.0,inf
5437,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__ITALIA,1851.0,242.50674394648294,7.632777422505346
5438,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__PORTOGALLO,390.0,0.0,inf
5439,Fitoretinolo Attivo Puro (30 ml)__DISTRIBUTORI__ROMANIA,450.0,0.0,inf
5450,Fitoretinolo Attivo Puro (30 ml)__GAS__ITALIA,294.0,85.26658965258099,3.448009369178526
5454,Fitoretinolo Attivo Puro (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,6116.0,9.949258983902515,614.7191474154439
5474,Fitoretinolo Attivo Puro (30 ml)__PRIVATE LABEL__GRAN BRETAGNA,360.0,3.799878868108144e-09,94739862110.19254
5475,Fitoretinolo Attivo Puro (30 ml)__PRIVATE LABEL__ITALIA,767.0,189.58788285655456,4.0456172010756895
5476,Fitoretinolo Attivo Puro (30 ml)__STRUTTURA RICETTIVA__AUSTRIA,147.0,13.000295283662195,11.307435469157278
5477,Fitoretinolo Attivo Puro (30 ml)__STRUTTURA RICETTIVA__ITALIA,161.0,6.809357074875205,23.643935577126516
5478,Flacone refill alluminio -  Eco-Bagnodoccia__BIOSTORIE__ITALIA,729.0,208.36226914226694,3.4987140570169575
5484,Flacone refill alluminio -  Eco-Bagnodoccia__LASAPONARIA E-COMMERCE__ITALIA,487.0,5.8945306356243e-05,8261896.156018892
5486,Flacone refill alluminio -  Eco-Bagnodoccia__NEGOZI AL DETTAGLIO__ITALIA,2539.0,144.83823372681206,17.529901702536346
5490,Flacone refill alluminio -  Eco-Bagnodoccia__PRIVATE LABEL__ITALIA,134.0,3.4288866044297124e-28,3.907974087766215e+29
5493,Flacone refill alluminio -  Eco-Bagnodoccia__STRUTTURA RICETTIVA__SVIZZERA,330.0,0.0,inf
5494,Flacone refill alluminio -  Eco-Sapone mani__BIOSTORIE__ITALIA,531.0,36.92801189467668,14.379328123985623
5497,Flacone refill alluminio -  Eco-Sapone mani__E-RETAILERS__ITALIA,190.0,55.73131825059751,3.40921417192501
5502,Flacone refill alluminio -  Eco-Sapone mani__LASAPONARIA E-COMMERCE__ITALIA,380.0,0.012589014333084942,30185.04784773574
5505,Flacone refill alluminio -  Eco-Sapone mani__NEGOZI AL DETTAGLIO__ITALIA,2614.0,440.7639708023608,5.930611785807968
5508,Flacone refill alluminio -  Eco-Sapone mani__PRIVATE LABEL__ITALIA,207.0,5.563063576298951e-32,3.7209713166304484e+33
5510,Flacone refill alluminio -  Eco-Sapone mani__STRUTTURA RICETTIVA__ITALIA,106.0,9.345811966419237,11.341978672465517
5512,Flacone refill alluminio -  Eco-Shampoo__BIOSTORIE__ITALIA,488.0,121.16606335417444,4.027530370228764
5518,Flacone refill alluminio -  Eco-Shampoo__LASAPONARIA E-COMMERCE__ITALIA,265.0,0.001994289791581225,132879.38448999822
5521,Flacone refill alluminio -  Eco-Shampoo__NEGOZI AL DETTAGLIO__ITALIA,2314.0,206.3684583612127,11.212953851454076
5522,Flacone refill alluminio -  Eco-Shampoo__PRIVATE LABEL__ITALIA,126.0,5.568906809052182,22.6256255168768
5533,Flacone refill alluminio - Amore limited edition__LASAPONARIA E-COMMERCE__ITALIA,347.0,9.48606e-319,inf
5541,Flacone refill alluminio - Amore limited edition__STRUTTURA RICETTIVA__SVIZZERA,658.0,0.0,inf
5546,Flacone refill alluminio - keep the sea plastic free__LASAPONARIA E-COMMERCE__ITALIA,215.0,0.0077302146587429075,27812.940453967087
5552,Flacone refill alluminio - keep the sea plastic free__STRUTTURA RICETTIVA__SVIZZERA,192.0,0.0,inf
5562,Fluido corpo - argania spinosa ed extravergine d'oliva (150 ml)__DISTRIBUTORI__ITALIA,289.0,0.0,inf
5569,Fluido corpo - argania spinosa ed extravergine d'oliva (150 ml)__GAS__ITALIA,123.0,17.399157666421992,7.069307742257735
5570,Fluido corpo - argania spinosa ed extravergine d'oliva (150 ml)__LASAPONARIA E-COMMERCE__ITALIA,850.0,39.16852696797544,21.701096921387116
5611,Gel di aloe bio (1 L)__E-RETAILERS__ITALIA,323.0,34.23913043665552,9.433650793134763
5626,Gel di aloe bio (100 ml)__E-RETAILERS__ITALIA,1177.0,53.86174133723028,21.852245597311107
5628,Gel di aloe bio (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,384.0,5.977466664588885,64.24126164932959
5630,Gel di aloe bio (100 ml)__NEGOZI AL DETTAGLIO__ITALIA,496.0,161.58960514338432,3.0695043753580635
5640,Gel esfoliante viso Wonderscrub (100 ml)__DISTRIBUTORI__ITALIA,612.0,85.43121627366527,7.163657813785018
5642,Gel esfoliante viso Wonderscrub (100 ml)__DISTRIBUTORI__PORTOGALLO,140.0,0.0,inf
5643,Gel esfoliante viso Wonderscrub (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,361.0,0.0,inf
5644,Gel esfoliante viso Wonderscrub (100 ml)__DISTRIBUTORI__ROMANIA,111.0,0.0,inf
5650,Gel esfoliante viso Wonderscrub (100 ml)__GAS__ITALIA,155.0,38.44555875328409,4.031675049767864
5653,Gel esfoliante viso Wonderscrub (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1539.0,0.0016152676923529739,952783.2490465564
5661,Gel esfoliante viso Wonderscrub (100 ml)__PRIVATE LABEL__ITALIA,183.0,6.560751330179845e-140,2.789314680441997e+141
5671,Glicerina vegetale (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,377.0,2.1756884708117554,173.27848405582637
5693,Gomma Xantana (25 g)__LASAPONARIA E-COMMERCE__ITALIA,136.0,0.0361429420935703,3762.837005573874
5702,Guida Attivi Puri (50 pz)__BIOSTORIE__ITALIA,145.0,25.608830438183645,5.662109417687425
5705,Guida Attivi Puri (50 pz)__LASAPONARIA E-COMMERCE__ITALIA,113.0,2.9552325349890684e-13,382372617593078.8
5731,Idro-gel viso illuminante shine (50 ml)__BIOSTORIE__ITALIA,785.0,252.53461308906918,3.108484775206359
5734,Idro-gel viso illuminante shine (50 ml)__DISTRIBUTORI__ITALIA,346.0,0.0,inf
5745,Idro-gel viso illuminante shine (50 ml)__GAS__ITALIA,118.0,19.56243609360955,6.031968586905544
5747,Idro-gel viso illuminante shine (50 ml)__LASAPONARIA E-COMMERCE__ITALIA,752.0,31.950482537506485,23.536420744733093
5757,Idro-gel viso illuminante shine (50 ml)__PRIVATE LABEL__ITALIA,140.0,37.57465696087866,3.7259155857567188
5765,Idrolato camomilla bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,767.0,70.0,10.957142857142857
5767,Idrolato camomilla bio Re-Bottle spray (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,952.0,0.0,inf
5768,Idrolato camomilla bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,157.0,25.0,6.28
5774,Idrolato camomilla bio Re-Bottle spray (100 ml)__GAS__ITALIA,124.0,26.346863223406025,4.706442620836961
5775,Idrolato camomilla bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1856.0,7.389896988485537e-15,2.5115370388679302e+17
5786,Idrolato camomilla bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,195.0,28.376059798227082,6.871990029150681
5793,Idrolato elicriso bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,462.0,0.0,inf
5795,Idrolato elicriso bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,136.0,0.0,inf
5804,Idrolato elicriso bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1094.0,3.1678836251494875e-79,3.4534096875114085e+81
5816,Idrolato elicriso bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,122.0,8.03488536875473e-07,151837884.9241852
5822,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,867.0,26.032121498867962,33.30500743236399
5823,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,1582.0,437.30461768700576,3.617615584229419
5824,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,112.0,25.0,4.48
5830,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__GAS__ITALIA,121.0,8.593563255622033,14.080305968637637
5831,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1623.0,0.5419705678709059,2994.627561374493
5843,Idrolato fiori d'arancio bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,235.0,0.338733065481452,693.761619244307
5851,Idrolato geranio bio Re-Bottle spray (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,589.0,0.0,inf
5852,Idrolato geranio bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,106.0,0.0,inf
5858,Idrolato geranio bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,399.0,6.100497377393082e-06,65404503.160446264
5873,Idrolato hamamelis bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,516.0,0.0,inf
5874,Idrolato hamamelis bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,137.0,25.0,5.48
5883,Idrolato hamamelis bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1629.0,1.98276703085732e-116,8.215791238447433e+118
5894,Idrolato hamamelis bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,229.0,0.00029658549972913696,772121.3619989485
5901,Idrolato lavanda bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,784.0,2.3495275676294156,333.6841034774605
5902,Idrolato lavanda bio Re-Bottle spray (100 ml)__DISTRIBUTORI__PORTOGALLO,180.0,0.0,inf
5905,Idrolato lavanda bio Re-Bottle spray (100 ml)__E-RETAILERS__AUSTRIA,420.0,34.30019876228167,12.244827002631089
5910,Idrolato lavanda bio Re-Bottle spray (100 ml)__GAS__ITALIA,138.0,33.99909854864638,4.05893114496985
5913,Idrolato lavanda bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,1648.0,1.08391782509369,1520.4104608737775
5925,Idrolato lavanda bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,182.0,0.18085178359101495,1006.3489360524178
5934,Idrolato rosa bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,412.0,135.00236975497864,3.0517982813765103
5950,Idrolato rosa bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,4010.0,10.996507219202996,364.6612437990684
5964,Idrolato rosa bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,358.0,53.710528862234554,6.665359801581107
5965,Idrolato rosa bio Re-Bottle spray (100 ml)__STRUTTURA RICETTIVA__AUSTRIA,111.0,28.634994422978266,3.876375820451622
5971,Idrolato rosmarino bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ITALIA,713.0,16.38488147785842,43.515725210677104
5973,Idrolato rosmarino bio Re-Bottle spray (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,1149.0,216.3526448277061,5.310773995460115
5974,Idrolato rosmarino bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,425.0,60.754739723598476,6.995338996323947
5983,Idrolato rosmarino bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,2804.0,0.0023353773275912254,1200662.5083117192
5996,Idrolato rosmarino bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,301.0,8.929588861331528e-101,3.370815887206666e+102
6002,Idrolato salvia bio Re-Bottle spray (100 ml)__BIOSTORIE__ITALIA,387.0,61.807627668468136,6.261363113236467
6005,Idrolato salvia bio Re-Bottle spray (100 ml)__DISTRIBUTORI__REPUBBLICA CECA,449.0,0.0,inf
6006,Idrolato salvia bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,111.0,0.0,inf
6007,Idrolato salvia bio Re-Bottle spray (100 ml)__E-RETAILERS__AUSTRIA,210.0,0.0,inf
6012,Idrolato salvia bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,454.0,4.793640329734167,94.70881600855873
6023,Idrolato salvia bio Re-Bottle spray (100 ml)__PRIVATE LABEL__ITALIA,116.0,0.0015487358375626283,74899.79710326756
6029,Idrolato timo bio Re-Bottle spray (100 ml)__DISTRIBUTORI__ROMANIA,136.0,0.0,inf
6035,Idrolato timo bio Re-Bottle spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,524.0,39.07707862857036,13.409395440755613
6050,Integratore alimentare PROAGE - rughe ed elasticità (30 cp)__BIOSTORIE__ITALIA,349.0,13.45411317570816,25.940022611830774
6052,Integratore alimentare PROAGE - rughe ed elasticità (30 cp)__CATENA DI NEGOZI__ITALIA,122.0,0.0,inf
6056,Integratore alimentare PROAGE - rughe ed elasticità (30 cp)__LASAPONARIA E-COMMERCE__ITALIA,244.0,46.00000039846161,5.304347780139588
6057,Integratore alimentare PROAGE - rughe ed elasticità (30 cp)__NEGOZI AL DETTAGLIO__ITALIA,1059.0,62.96476274204462,16.81893100016169
6065,Integratore alimentare SKIN PURITY impurità e depurazione (30 cp)__CATENA DI NEGOZI__ITALIA,146.0,0.0,inf
6069,Integratore alimentare SKIN PURITY impurità e depurazione (30 cp)__LASAPONARIA E-COMMERCE__ITALIA,172.0,32.66556460203424,5.26548376234981
6071,Integratore alimentare SKIN PURITY impurità e depurazione (30 cp)__NEGOZI AL DETTAGLIO__ITALIA,818.0,235.10958371768112,3.4792286518709163
6078,Integratore alimentare SUN VITAMIN - protezione e pigmentazione (30 cps)__BIOSTORIE__ITALIA,130.0,32.239938842816365,4.032265713461994
6089,Integratore alimentare SUN VITAMIN - protezione e pigmentazione (30 cps)__NEGOZI AL DETTAGLIO__ITALIA,523.0,18.68819310433788,27.98558411078286
6095,Integratore alimentare capelli e unghie HAIR VITAMIN -  forza e crescita (30 cp)__CATENA DI NEGOZI__ITALIA,216.0,0.0,inf
6096,Integratore alimentare capelli e unghie HAIR VITAMIN -  forza e crescita (30 cp)__DISTRIBUTORI__ITALIA,260.0,52.0,5.0
6103,Integratore alimentare capelli e unghie HAIR VITAMIN -  forza e crescita (30 cp)__LASAPONARIA E-COMMERCE__ITALIA,1024.0,0.03211880399290125,31881.635450258975
6115,Latte solare SPF 20 - media protezione (125 ml)__BIOSTORIE__ITALIA,794.0,94.5131127924504,8.400950688647976
6119,Latte solare SPF 20 - media protezione (125 ml)__DISTRIBUTORI__ITALIA,836.0,0.0,inf
6120,Latte solare SPF 20 - media protezione (125 ml)__DISTRIBUTORI__REPUBBLICA CECA,1260.0,0.15989959121018424,7879.945098444684
6121,Latte solare SPF 20 - media protezione (125 ml)__E-RETAILERS__AUSTRIA,139.0,21.397738750122304,6.496013509801615
6128,Latte solare SPF 20 - media protezione (125 ml)__GAS__ITALIA,120.0,8.5801598716001,13.985753388721111
6136,Latte solare SPF 20 - media protezione (125 ml)__NEGOZI AL DETTAGLIO__ITALIA,2991.0,1.5951460339758625,1875.0634338757095
6143,Latte solare SPF 30 - alta protezione (125 ml)__BIOSTORIE__ITALIA,1888.0,417.5493336987113,4.521621393275444
6147,Latte solare SPF 30 - alta protezione (125 ml)__DISTRIBUTORI__ITALIA,942.0,0.0,inf
6149,Latte solare SPF 30 - alta protezione (125 ml)__DISTRIBUTORI__REPUBBLICA CECA,3780.0,13.591936079574399,278.10607538689675
6158,Latte solare SPF 30 - alta protezione (125 ml)__GAS__ITALIA,267.0,54.975312979212255,4.856725419661737
6166,Latte solare SPF 30 - alta protezione (125 ml)__NEGOZI AL DETTAGLIO__ITALIA,4953.0,0.08731893508281752,56723.09213691548
6172,Latte solare SPF 50+ - protezione molto alta (125 ml)__BIOSTORIE__ITALIA,1223.0,313.604442602743,3.8998172023641566
6173,Latte solare SPF 50+ - protezione molto alta (125 ml)__BIOSTORIE__SPAGNA,121.0,0.0,inf
6179,Latte solare SPF 50+ - protezione molto alta (125 ml)__DISTRIBUTORI__REPUBBLICA CECA,2160.0,630.920791829041,3.4235676300002007
6181,Latte solare SPF 50+ - protezione molto alta (125 ml)__E-RETAILERS__AUSTRIA,463.0,0.0,inf
6183,Latte solare SPF 50+ - protezione molto alta (125 ml)__E-RETAILERS__ITALIA,1436.0,230.62659535159625,6.226515193578523
6188,Latte solare SPF 50+ - protezione molto alta (125 ml)__GAS__ITALIA,109.0,8.802349448380662,12.383057573345075
6195,Latte solare SPF 50+ - protezione molto alta (125 ml)__NEGOZI AL DETTAGLIO__ITALIA,2795.0,58.32230808239033,47.923343432354905
6203,Latte struccante melissa (150 ml)__BIOSTORIE__ITALIA,2253.0,613.7130824891196,3.6710965828888664
6207,Latte struccante melissa (150 ml)__DISTRIBUTORI__ITALIA,586.0,0.0,inf
6208,Latte struccante melissa (150 ml)__DISTRIBUTORI__REPUBBLICA CECA,360.0,0.0,inf
6218,Latte struccante melissa (150 ml)__GAS__ITALIA,239.0,53.93350375099285,4.4313827839453195
6220,Latte struccante melissa (150 ml)__LASAPONARIA E-COMMERCE__ITALIA,1680.0,0.0757874193723281,22167.26752162524
6230,Latte struccante melissa (150 ml)__PRIVATE LABEL__ITALIA,195.0,59.461531298148685,3.2794311842095336
6232,Latte struccante melissa (150 ml)__STRUTTURA RICETTIVA__AUSTRIA,102.0,20.50000000000002,4.975609756097556
6239,Leggera - Crema gel Piedi&Gambe (150 ml)__DISTRIBUTORI__ITALIA,158.0,0.0,inf
6241,Leggera - Crema gel Piedi&Gambe (150 ml)__DISTRIBUTORI__REPUBBLICA CECA,120.0,0.0,inf
6249,Leggera - Crema gel Piedi&Gambe (150 ml)__LASAPONARIA E-COMMERCE__ITALIA,491.0,1.6023161807290498,306.4314059267605
6283,"Limetta unghie 2 in 1, grana 180-240 Christmas__E-RETAILERS__ITALIA",279.0,0.5253222018245826,531.1026243150574
6285,"Limetta unghie 2 in 1, grana 180-240 Christmas__LASAPONARIA E-COMMERCE__ITALIA",9490.0,1.7816550229245416e-48,5.326508149946113e+51
6287,"Limetta unghie 2 in 1, grana 180-240 Christmas__NEGOZI AL DETTAGLIO__ITALIA",784.0,0.0,inf
6288,"Limetta unghie 2 in 1, grana 180-240 Christmas__NON PIU' CLIENTE__0",170.0,34.500021749989116,4.927533125397337
6289,"Limetta unghie 2 in 1, grana 180-240 Christmas__PRIVATE LABEL__ITALIA",1101.0,362.0113525996519,3.041341085282469
6290,"Limetta unghie 2 in 1, grana 180-240 Christmas__STRUTTURA RICETTIVA__AUSTRIA",654.0,6.398011703725719,102.21925658859921
6301,"Locandina A3 ""Attivi puri capelli""__LASAPONARIA E-COMMERCE__ITALIA",238.0,0.0,inf
6319,"Locandina A3 ""Linea pelli impure""/""Doppia detersione""__LASAPONARIA E-COMMERCE__ITALIA",207.0,0.0,inf
6327,"Locandina A3 ""Linea pelli impure""__NEGOZI AL DETTAGLIO__ITALIA",172.0,0.0,inf
6335,"Locandina A3 ""Natale""__LASAPONARIA E-COMMERCE__ITALIA",163.0,6.400000000000036,25.468749999999858
6347,"Locandina A3 ""Semi di lino""__NEGOZI AL DETTAGLIO__ITALIA",113.0,30.187265993733945,3.74330023869852
6352,"Locandina A4  ""Olio di cocco""__NEGOZI AL DETTAGLIO__ITALIA",235.0,6.0126046725676865,39.08455865594821
6365,"Locandina A4 promo ""EcoPow(d)er""__NEGOZI AL DETTAGLIO__ITALIA",321.0,0.000988221653272614,324825.91222016857
6369,Locandina A4 promo Peptidi__NEGOZI AL DETTAGLIO__ITALIA,344.0,0.0,inf
6378,Lozione Anti-caduta (30 ml)__DISTRIBUTORI__ITALIA,175.0,50.0,3.5
6379,Lozione Anti-caduta (30 ml)__DISTRIBUTORI__REPUBBLICA CECA,410.0,0.0,inf
6388,Lozione Anti-caduta (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,1231.0,0.501339716871038,2455.420862490047
6400,Lozione Anti-caduta (30 ml)__PRIVATE LABEL__ITALIA,227.0,55.01304612326512,4.126293961097371
6457,Lozione capelli lenitiva (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,478.0,5.713900747938964e-26,8.365563580578771e+27
6477,Lozione cute detox e anti-forfora (5 ml x10)__NEGOZI AL DETTAGLIO__ITALIA,494.0,0.0,inf
6479,Lozione cute detox e anti-forfora (5 ml x10)__PRIVATE LABEL__ITALIA,103.0,0.0,inf
6481,Lozione cute lenitiva e idratante (5 ml x10)__LASAPONARIA E-COMMERCE__ITALIA,443.0,7.546862617133389e-19,5.869988927508392e+20
6482,Lozione cute lenitiva e idratante (5 ml x10)__NEGOZI AL DETTAGLIO__ITALIA,1206.0,0.0,inf
6484,Lozione cute lenitiva e idratante (5 ml x10)__PRIVATE LABEL__ITALIA,214.0,1.7472964852112292,122.47492157813717
6511,Mani - Cofanetto Holiday Vibes: Crema mani & Sapone mani Mandorle e Frutti rossi__LASAPONARIA E-COMMERCE__ITALIA,1424.0,5.287258928389906e-23,2.6932670014586203e+25
6512,Mani - Cofanetto Holiday Vibes: Crema mani & Sapone mani Mandorle e Frutti rossi__NEGOZI AL DETTAGLIO__ITALIA,2042.0,1.6801199108789549e-25,1.2153894414189327e+28
6514,Mani - Cofanetto Holiday Vibes: Crema mani & Sapone mani Mandorle e Frutti rossi__PRIVATE LABEL__ITALIA,250.0,7.124904025054253e-15,3.5088191942079716e+16
6521,Mani - Cofanetto Zero Waste: Crema mani e unghie & Flacone all e sapone pompelmo__LASAPONARIA E-COMMERCE__ITALIA,1301.0,8.314621293567917e-14,1.56471347769794e+16
6524,Mani - Cofanetto Zero Waste: Crema mani e unghie & Flacone all e sapone pompelmo__PRIVATE LABEL__ITALIA,291.0,2.4976745452928936e-15,1.1650837397867442e+17
